komentar,rating,date,nama_bank,channel,sentimen,text_clean,text_preprocessed
Ok,5,2021-12-19 2:59:25,Livin,Playstore,positif,ok,['ok']
Bagus,5,2022-02-21 17:08:20,Neocommerce,Playstore,positif,bagus,['bagus']
Ttui,5,2021-07-18 3:07:16,Jago,Playstore,netral,ttui,['ttui']
Bagus banget,5,2022-01-07 11:17:34,Neocommerce,Playstore,positif,bagus banget,['bagus']
👍🏼 Jenius keren banget,5,2021-07-08 9:10:05,Jenius,Appstore,positif,👍🏼 jenius keren banget,"['', 'keren']"
kenapa pendaftaran selalu gagal.,1,2019-08-05 23:12:05,Digibank,Playstore,negatif,kenapa pendaftaran selalu gagal,"['daftar', 'gagal']"
Jgn lupa ya masukin cashtag $Saiful Anwar,2,2017-08-20 10:56:26,Jenius,Playstore,netral,jgn lupa ya masukin cashtag saiful anwar,"['jgn', 'lupa', 'masukin', 'cashtag', 'saiful', 'anwar']"
Super,5,2020-03-12 7:34:07,Digibank,Playstore,positif,super,['super']
Daftar ulang habis habisin pulsa aja jemmmbot Aplikasi konnntol,1,2022-02-04 5:53:16,Livin,Playstore,negatif,daftar ulang habis habisin pulsa aja jemmmbot aplikasi konnntol,"['daftar', 'ulang', 'habis', 'habisin', 'pulsa', 'jemmmbot', 'konnntol']"
"Bagus mempermudah transanksi,,selama setahun pemakaian alhamdulilah lancar",5,2021-02-28 1:00:07,Digibank,Playstore,positif,bagus mempermudah transanksiselama setahun pemakaian alhamdulilah lancar,"['bagus', 'mudah', 'transanksiselama', 'tahun', 'pakai', 'alhamdulilah', 'lancar']"
Apk mantap,5,2021-12-06 5:34:42,Neocommerce,Playstore,positif,apk mantap,['mantap']
Biasa saja,1,2021-10-02 4:34:13,Livin,Playstore,netral,biasa saja,[]
Ok,5,2021-06-28 13:02:39,Neocommerce,Playstore,positif,ok,['ok']
Baguss ada uwang ada isi nya,5,2021-10-13 12:42:52,Jago,Playstore,positif,baguss ada uwang ada isi nya,"['baguss', 'uwang', 'isi']"
Istimewa,5,2021-07-09 11:06:53,Neocommerce,Playstore,positif,istimewa,['istimewa']
"Password salah terus, kendalanya sama seperti yang dikomen2 dibawah. Padahal uda topup untuk bayar reksadan. Semoga bukn kedok pencurian",1,2021-10-11 17:42:26,Jago,Playstore,negatif,password salah terus kendalanya sama seperti yang dikomen dibawah padahal uda topup untuk bayar reksadan semoga bukn kedok pencurian,"['password', 'salah', 'kendala', 'dikomen', 'bawah', 'uda', 'topup', 'bayar', 'reksadan', 'moga', 'bukn', 'kedok', 'curi']"
Aplikasi yang sangat bagus dan menambah wawasan .,5,2021-05-04 2:37:52,Jenius,Playstore,positif,aplikasi yang sangat bagus dan menambah wawasan,"['bagus', 'tambah', 'wawas']"
Aplikasi yang bagus dan sangat membantu. Nggak nyesal pakai aplikasi ini.,5,2022-01-13 4:59:57,Jenius,Playstore,positif,aplikasi yang bagus dan sangat membantu nggak nyesal pakai aplikasi ini,"['bagus', 'bantu', 'nggak', 'nyesal', 'pakai']"
Good,5,2021-10-13 3:44:33,Neocommerce,Playstore,positif,good,['good']
Simpel,5,2021-06-30 11:10:26,Neocommerce,Playstore,positif,simpel,['simpel']
"Sangat baik ,tingkatkan lagi biar jadi yang terbaik",5,2020-11-09 15:30:43,Jenius,Playstore,positif,sangat baik tingkatkan lagi biar jadi yang terbaik,"['tingkat', 'biar', 'baik']"
Bagus,3,2022-01-21 15:10:45,Neocommerce,Playstore,positif,bagus,['bagus']
Ingin mendapatkan uang banyak,2,2022-01-11 12:06:59,Jago,Playstore,netral,ingin mendapatkan uang banyak,['uang']
sippp banget,5,2017-04-28 13:45:04,Jenius,Playstore,positif,sippp banget,['sippp']
SAYA MAU TRANSFER KE BANK BCA KOK MUNCUL KIRIM UANG GAGAL. TOLONG DONG MIN SAYA KASIH RATING 1 DULU APK NYA PARAH,1,2022-01-03 13:14:17,Jago,Playstore,negatif,saya mau transfer ke bank bca kok muncul kirim uang gagal tolong dong min saya kasih rating  dulu apk nya parah,"['transfer', 'muncul', 'kirim', 'uang', 'gagal', 'tolong', 'min', 'kasih', 'rating', 'parah']"
Cool 🤘,5,2019-02-28 13:42:42,Digibank,Playstore,positif,cool 🤘,"['cool', '']"
"Maaf mau tanya .. kl misalkan yg udah pux rek BCA kyk BCA mobile, apa msi harus bikin akun lagi jika ingin menggunakan aplikasi ini",5,2021-07-08 6:21:38,Blu,Playstore,netral,maaf mau tanya  kl misalkan yg udah pux rek bca kyk bca mobile apa msi harus bikin akun lagi jika ingin menggunakan aplikasi ini,"['maaf', 'kl', 'udah', 'pux', 'rek', 'kyk', 'mobile', 'msi', 'akun']"
"Aplikasi ini bagus untuk mempermudah transaksi bisa juga top up grab,ovo,dll pokoknya aplikasi ini sangat bagus dan ga ribet",5,2021-04-17 3:05:42,Jenius,Playstore,positif,aplikasi ini bagus untuk mempermudah transaksi bisa juga top up grabovodll pokoknya aplikasi ini sangat bagus dan ga ribet,"['bagus', 'mudah', 'transaksi', 'top', 'up', 'grabovodll', 'pokok', 'bagus', 'ga', 'ribet']"
Ok bnget,5,2021-11-02 12:48:15,Seabank,Playstore,positif,ok bnget,"['ok', 'bnget']"
Gimana cara gunannya tolong jawab,1,2017-09-26 10:52:49,Jenius,Playstore,netral,gimana cara gunannya tolong jawab,"['gimana', 'gun', 'tolong']"
Seharusnya ada promo atau pun misi yg harus diselesaikan nasabah biar bisa menarik para nasabah yg lain dan lebih banyak,2,2021-10-01 12:25:30,Seabank,Playstore,netral,seharusnya ada promo atau pun misi yg harus diselesaikan nasabah biar bisa menarik para nasabah yg lain dan lebih banyak,"['promo', 'misi', 'selesai', 'nasabah', 'biar', 'tarik', 'nasabah']"
Sangat membantu,3,2021-07-09 9:10:31,Neocommerce,Playstore,positif,sangat membantu,['bantu']
Bagus bngt nih apk bermanfaat bagi masyarakat,5,2022-01-07 11:41:01,Neocommerce,Playstore,positif,bagus bngt nih apk bermanfaat bagi masyarakat,"['bagus', 'bngt', 'manfaat', 'masyarakat']"
Kartu udah di rumah tapi status masih di proses pencetakan Mohon ganti status jadi pengiriman Agar bisa aktpasi kartu debit ATAS NAMA WAHYU KOMARA,4,2022-01-11 13:40:22,LineBank,Playstore,netral,kartu udah di rumah tapi status masih di proses pencetakan mohon ganti status jadi pengiriman agar bisa aktpasi kartu debit atas nama wahyu komara,"['kartu', 'udah', 'rumah', 'status', 'proses', 'cetak', 'mohon', 'ganti', 'status', 'kirim', 'aktpasi', 'kartu', 'debit', 'nama', 'wahyu', 'komara']"
Transaksi dengan jenius aman,5,2022-02-25 3:24:52,Jenius,Playstore,positif,transaksi dengan jenius aman,"['transaksi', 'aman']"
Uang deposito ga bisa di cairin kah?? Soalnya yg 1 lagi udh jatuh tempo,5,2022-02-21 8:49:07,Neocommerce,Playstore,netral,uang deposito ga bisa di cairin kah soalnya yg  lagi udh jatuh tempo,"['uang', 'deposito', 'ga', 'cairin', 'kah', 'jatuh', 'tempo']"
Oo ternyata emang lama prosesnya ya sampe sekarang blom di acc juga ydah dua minggu,1,2019-09-18 15:02:56,Jenius,Playstore,negatif,oo ternyata emang lama prosesnya ya sampe sekarang blom di acc juga ydah dua minggu,"['oo', 'emang', 'proses', 'sampe', 'blom', 'acc', 'ydah', 'minggu']"
Bikin rekening lama amat prosesnya kalok gak di acc ya ganti app sebeleh ajah yg mudah dan cepat,5,2021-07-09 13:51:22,Neocommerce,Playstore,negatif,bikin rekening lama amat prosesnya kalok gak di acc ya ganti app sebeleh ajah yg mudah dan cepat,"['rekening', 'proses', 'kalok', 'gak', 'acc', 'ganti', 'sebeleh', 'ajah', 'mudah', 'cepat']"
mantap,3,2021-07-09 16:18:21,Neocommerce,Playstore,positif,mantap,['mantap']
Bagus,5,2021-11-07 4:18:21,Neocommerce,Playstore,positif,bagus,['bagus']
Maaf sebelumnya.. Waktu saya ingin membuka rekening baru pelayanannya sangat tidak bagus.. Tidak di berikan instruksi malah saya di tertawain soal nya saya gak tau.. Jelas tidak tahu soalnya tidak di kasih petunjuk memnggunakan apk ini jadi saya tidak jadi Membuka rekening di sini.,1,2021-12-07 5:16:42,Livin,Playstore,negatif,maaf sebelumnya waktu saya ingin membuka rekening baru pelayanannya sangat tidak bagus tidak di berikan instruksi malah saya di tertawain soal nya saya gak tau jelas tidak tahu soalnya tidak di kasih petunjuk memnggunakan apk ini jadi saya tidak jadi membuka rekening di sini,"['maaf', 'buka', 'rekening', 'layan', 'bagus', 'instruksi', 'tertawain', 'gak', 'tau', 'kasih', 'tunjuk', 'memnggunakan', 'buka', 'rekening']"
"Kenapa aaya tidak bisa masuk ya?, setelah di update Pdhl ada saldo aaya di rekening",1,2021-07-10 12:21:41,Neocommerce,Playstore,negatif,kenapa aaya tidak bisa masuk ya setelah di update pdhl ada saldo aaya di rekening,"['aaya', 'masuk', 'update', 'saldo', 'aaya', 'rekening']"
"aplikasi bagus, sangat menguntungkan bagi pengguna.",5,2021-07-07 14:14:57,Jenius,Playstore,positif,aplikasi bagus sangat menguntungkan bagi pengguna,"['bagus', 'untung', 'guna']"
Aplikasi yang sangat bagus membantu kita mempermudah mengelola keuangan dan bisnis.,5,2021-06-19 10:32:19,Jenius,Playstore,positif,aplikasi yang sangat bagus membantu kita mempermudah mengelola keuangan dan bisnis,"['bagus', 'bantu', 'mudah', 'kelola', 'uang', 'bisnis']"
KEREN BANGET!❤️ aplikasinya keren bangettt cocok buat anak muda yang gamau ribet! pokoknya cocok dehhhh❤️💕,5,2021-07-22 5:08:50,Jenius,Appstore,positif,keren banget❤️ aplikasinya keren bangettt cocok buat anak muda yang gamau ribet pokoknya cocok dehhhh❤️💕,"['keren', 'banget', 'aplikasi', 'keren', 'cocok', 'anak', 'muda', 'gamau', 'ribet', 'pokok', 'cocok', 'dehhhh']"
Yg Mau Gabung Yuk Gunakan Code referral ini. HJ4K92 Ayo Gabung... #Resmi no hoax,3,2021-07-28 4:44:47,Neocommerce,Playstore,positif,yg mau gabung yuk gunakan code referral ini hjk ayo gabung  no hoax,"['gabung', 'yuk', 'code', 'referral', 'hjk', 'ayo', 'gabung', 'no', 'hoax']"
Kok sya ga dapet 50rb sich.. Pdahal saya sudah invite temen,3,2017-02-11 2:58:58,Jenius,Playstore,negatif,kok sya ga dapet rb sich pdahal saya sudah invite temen,"['sya', 'ga', 'dapet', 'rb', 'sich', 'pdahal', 'invite', 'temen']"
Aplikasi ini sangat memudahkan sekali dan sangat amanah terimakasih jenius love bangetttttt,5,2021-09-21 2:54:42,Jenius,Playstore,positif,aplikasi ini sangat memudahkan sekali dan sangat amanah terimakasih jenius love bangetttttt,"['mudah', 'amanah', 'terimakasih', 'love', 'bangetttttt']"
Susah buat top up ke ovo.. Yang biru dulu nggak gini.. TOLONG PERBAIKAN NYA,1,2021-12-01 11:37:04,Livin,Playstore,negatif,susah buat top up ke ovo yang biru dulu nggak gini tolong perbaikan nya,"['susah', 'top', 'up', 'ovo', 'biru', 'nggak', 'gin', 'tolong', 'baik']"
Terimakasih banyak.. Smoga makin sukses buat DBS,5,2021-03-30 12:22:43,Digibank,Playstore,positif,terimakasih banyak smoga makin sukses buat dbs,"['terimakasih', 'smoga', 'sukses']"
Kerenn banget,5,2020-12-05 18:38:33,TMRW,Playstore,positif,kerenn banget,['kerenn']
BISMILLAH 🙏🙏🙏,4,2017-06-07 22:52:47,Jenius,Playstore,netral,bismillah 🙏🙏🙏,"['bismillah', '']"
Neobank:memang terbukti membayar,5,2021-11-23 14:41:54,Neocommerce,Playstore,positif,neobankmemang terbukti membayar,"['neobankmemang', 'bukti', 'bayar']"
mantap,4,2021-07-06 10:22:36,Neocommerce,Playstore,positif,mantap,['mantap']
Bagus banget,5,2021-07-09 11:01:22,Neocommerce,Playstore,positif,bagus banget,['bagus']
Best Digital Banking Jenius adalah aplikasi digital banking terbaik yang pernah saya coba. Aktivasi pembuatan rekeningnya sangat mudah hanya melalui video call tanpa harus lagi ke bank. Fitur yang saya suka yaitu kartu debit visa bisa dipakai belanja di luar negeri.,5,2020-04-16 7:29:29,Jenius,Appstore,positif,best digital banking jenius adalah aplikasi digital banking terbaik yang pernah saya coba aktivasi pembuatan rekeningnya sangat mudah hanya melalui video call tanpa harus lagi ke bank fitur yang saya suka yaitu kartu debit visa bisa dipakai belanja di luar negeri,"['best', 'digital', 'banking', 'digital', 'banking', 'baik', 'coba', 'aktivasi', 'buat', 'rekening', 'mudah', 'video', 'call', 'fitur', 'suka', 'kartu', 'debit', 'visa', 'pakai', 'belanja', 'negeri']"
"Baru tau kalau aplikasi jenius ini aktivasinya mudah sehingga aku dapat transaksi mobile banking secara online ke bank lain dapat d proses dg cepat . Bukan hanya itu aja kita juga bisa menabung dan mnggunakan ewallet secara apanpun dan tanpa rasa khawatir . Dan terlebih lagi kita dapat melakukan pembayaran neflix, spotify dan top up apapun itu dapat qt lakuin secara online disini.",5,2021-04-30 14:25:43,Jenius,Playstore,positif,baru tau kalau aplikasi jenius ini aktivasinya mudah sehingga aku dapat transaksi mobile banking secara online ke bank lain dapat d proses dg cepat  bukan hanya itu aja kita juga bisa menabung dan mnggunakan ewallet secara apanpun dan tanpa rasa khawatir  dan terlebih lagi kita dapat melakukan pembayaran neflix spotify dan top up apapun itu dapat qt lakuin secara online disini,"['tau', 'aktivasinya', 'mudah', 'transaksi', 'mobile', 'banking', 'online', 'd', 'proses', 'dg', 'cepat', 'tabung', 'mnggunakan', 'ewallet', 'apanpun', 'khawatir', 'bayar', 'neflix', 'spotify', 'top', 'up', 'apa', 'qt', 'lakuin', 'online']"
Mantep,2,2021-09-11 12:39:03,Neocommerce,Playstore,positif,mantep,['mantep']
Aplikasinya keren,5,2021-06-10 4:02:32,Jenius,Playstore,positif,aplikasinya keren,"['aplikasi', 'keren']"
"Lemot aplikasi lemot, bikin lama untuk bertransaksi",1,2021-11-25 9:02:55,Livin,Appstore,negatif,lemot aplikasi lemot bikin lama untuk bertransaksi,"['lot', 'lot', 'transaksi']"
Klo udah punya Livin mandiri yg lama gmn?apa hrs instal yg ini?,5,2021-12-02 7:10:13,Livin,Playstore,netral,klo udah punya livin mandiri yg lama gmnapa hrs instal yg ini,"['udah', 'gmnapa', 'instal']"
"Aplikasi Sampah! Uang berkurang sendiri sebasar Rp. 500.000, sudh buat laporan dan alasan correction rrn. Tapi giliran saya minta bukti mutasi dari akun saya tidak ada balasan sedikitpun.",1,2022-01-12 23:35:18,Jago,Playstore,negatif,aplikasi sampah uang berkurang sendiri sebasar rp  sudh buat laporan dan alasan correction rrn tapi giliran saya minta bukti mutasi dari akun saya tidak ada balasan sedikitpun,"['sampah', 'uang', 'kurang', 'sebasar', 'rp', 'sudh', 'lapor', 'alas', 'correction', 'rrn', 'gilir', 'bukti', 'mutasi', 'akun', 'balas', 'sedikit']"
Gimana saya baru daptar no saya udah ke brokir mohon d bntu,1,2021-09-07 15:41:12,Blu,Playstore,netral,gimana saya baru daptar no saya udah ke brokir mohon d bntu,"['gimana', 'daptar', 'no', 'udah', 'brokir', 'mohon', 'd', 'bntu']"
Lama ga diisi barusan iseng ngisi eh ditarik fee 70rb.BANYAKNYA WOI. Ga berfaedah jg jenius kayak banking yg lain. Antar bank jg kena biaya. Dahlah. Maap2 ya,2,2021-07-18 4:45:58,Jenius,Playstore,negatif,lama ga diisi barusan iseng ngisi eh ditarik fee rbbanyaknya woi ga berfaedah jg jenius kayak banking yg lain antar bank jg kena biaya dahlah maap ya,"['ga', 'isi', 'barusan', 'iseng', 'ngisi', 'eh', 'tarik', 'fee', 'rbbanyaknya', 'woi', 'ga', 'faedah', 'jg', 'kayak', 'banking', 'jg', 'kena', 'biaya', 'dah', 'maap']"
Gak jelas..gak bisa gabungkan rek,1,2021-10-23 8:46:32,Neocommerce,Playstore,negatif,gak jelasgak bisa gabungkan rek,"['gak', 'jelasgak', 'gabung', 'rek']"
Tampilkan jauh lebih menarik namun sempat bingung dulu untuk mencari aplikasi mandiri yang tiba2 berubah warna dari biru ke kuning.,5,2022-02-11 10:27:27,Livin,Playstore,positif,tampilkan jauh lebih menarik namun sempat bingung dulu untuk mencari aplikasi mandiri yang tiba berubah warna dari biru ke kuning,"['tampil', 'tarik', 'bingung', 'cari', 'ubah', 'warna', 'biru', 'kuning']"
Saya daptarin 2 orang sampe skrng belum muncul OTP nya tolong bantu min,5,2021-06-28 9:00:57,Neocommerce,Playstore,netral,saya daptarin  orang sampe skrng belum muncul otp nya tolong bantu min,"['daptarin', 'orang', 'sampe', 'skrng', 'muncul', 'otp', 'tolong', 'bantu', 'min']"
Baguss,5,2022-01-19 18:27:07,Neocommerce,Playstore,positif,baguss,['baguss']
Iklan,1,2022-02-22 8:22:20,Neocommerce,Playstore,netral,iklan,['iklan']
"alhamdulilah memang benar membayar,semoga amanah seterus nya ya jangan sampai mengecewakan",5,2021-10-09 23:39:59,Neocommerce,Playstore,positif,alhamdulilah memang benar membayarsemoga amanah seterus nya ya jangan sampai mengecewakan,"['alhamdulilah', 'membayarsemoga', 'amanah', 'terus', 'kecewa']"
"SAYA SANGAT KECEWA, SAYA TRANSFER 561,400 DARI OCBC KE BANK NEO BUAT BAYAR AKULAKU, TAPI SALDONYA TIDAK MASUK KE AKUN BNC SAYA, TOLONG TANGGUNG JAWAB NYA DONG!!! GIMANA INI? JANGAN SAMPAI BUAT SAYA JENGKEL",1,2021-07-27 21:02:11,Neocommerce,Playstore,negatif,saya sangat kecewa saya transfer  dari ocbc ke bank neo buat bayar akulaku tapi saldonya tidak masuk ke akun bnc saya tolong tanggung jawab nya dong gimana ini jangan sampai buat saya jengkel,"['kecewa', 'transfer', 'ocbc', 'bayar', 'akulaku', 'saldo', 'masuk', 'akun', 'bnc', 'tolong', 'tanggung', 'gimana', 'jengkel']"
Mantafss,5,2021-10-15 8:44:16,Neocommerce,Playstore,positif,mantafss,['mantafss']
Susah mau download nya ke satu bintang dulu,1,2021-12-14 7:29:52,Livin,Playstore,negatif,susah mau download nya ke satu bintang dulu,"['susah', 'download', 'bintang']"
Susah daptarnya tidak dapat di akses,1,2021-10-20 8:57:46,Seabank,Playstore,negatif,susah daptarnya tidak dapat di akses,"['susah', 'daptarnya', 'akses']"
Ok,5,2021-12-25 8:57:15,Jago,Playstore,positif,ok,['ok']
Aplikasi yang sangat mudah di gunakan. Sangat flexibel. Terimakasih jenius,5,2021-06-16 4:38:46,Jenius,Playstore,positif,aplikasi yang sangat mudah di gunakan sangat flexibel terimakasih jenius,"['mudah', 'flexibel', 'terimakasih']"
Update muluk,3,2021-12-29 10:02:22,Livin,Playstore,netral,update muluk,"['update', 'muluk']"
Masih bagusan mandiri Mobile yg lama.,3,2021-11-15 18:22:56,Livin,Playstore,netral,masih bagusan mandiri mobile yg lama,"['bagus', 'mobile']"
👍,5,2021-10-24 3:56:44,Neocommerce,Playstore,positif,👍,['']
"Dinotifikasi ada tulisan beli pulsa, pas kemarin2 memang bisa pakai fitur itu, tp skrng kok gk ada ya ? Tolong dong pihak neo+ gimana nih mau nya",2,2021-09-26 11:10:20,Neocommerce,Playstore,negatif,dinotifikasi ada tulisan beli pulsa pas kemarin memang bisa pakai fitur itu tp skrng kok gk ada ya  tolong dong pihak neo gimana nih mau nya,"['notifikasi', 'tulis', 'beli', 'pulsa', 'kemarin', 'pakai', 'fitur', 'skrng', 'gk', 'tolong', 'gimana']"
"Tampilan aplikasinya simple sehingga memudahkan pegguna untuk memahami fitur fitur yg ada , aktivasi sangat mudah bisa menggunakan vc. Memudahkan dalam pengaturan uang, bisa digunakan untuk membayar tagihan.",5,2021-11-18 23:30:16,Jenius,Playstore,positif,tampilan aplikasinya simple sehingga memudahkan pegguna untuk memahami fitur fitur yg ada  aktivasi sangat mudah bisa menggunakan vc memudahkan dalam pengaturan uang bisa digunakan untuk membayar tagihan,"['tampil', 'aplikasi', 'simple', 'mudah', 'pegguna', 'paham', 'fitur', 'fitur', 'aktivasi', 'mudah', 'vc', 'mudah', 'atur', 'uang', 'bayar', 'tagih']"
Banyak berubah interface aplikasinya. Tapi masih tetap agak bikin bingung. Klo menurut saya pribadi masih lebih mudah dan simple aplikasi nya BNI. Semoga kedepan interface nya bisa dirubah dan fiturnya tambah melimpah ya min..,4,2021-10-16 16:16:07,Livin,Playstore,netral,banyak berubah interface aplikasinya tapi masih tetap agak bikin bingung klo menurut saya pribadi masih lebih mudah dan simple aplikasi nya bni semoga kedepan interface nya bisa dirubah dan fiturnya tambah melimpah ya min,"['ubah', 'interface', 'aplikasi', 'bingung', 'pribadi', 'mudah', 'simple', 'bni', 'moga', 'depan', 'interface', 'rubah', 'fiturnya', 'limpah', 'min']"
"Aplikasi ini sangat membantu saya dalam melakukan transaksi, wajib punya pokoknya, dengan aplikasi ini juga mempermudah kita dan menghemat waktu karna kita tidak perlu repot-repot lagi keluar untuk transfer.",1,2021-06-24 3:02:55,Jenius,Playstore,positif,aplikasi ini sangat membantu saya dalam melakukan transaksi wajib punya pokoknya dengan aplikasi ini juga mempermudah kita dan menghemat waktu karna kita tidak perlu repotrepot lagi keluar untuk transfer,"['bantu', 'transaksi', 'wajib', 'pokok', 'mudah', 'hemat', 'karna', 'repotrepot', 'transfer']"
"Misi min, verivikasi wajah pas mau login fungsi nya apa oi? Otp paas mau tf aja gak di kirim ke sms abis di update makin susah sih hadoh oi tolong la ada dana gw tu di rekening",1,2021-07-10 21:18:50,Neocommerce,Playstore,negatif,misi min verivikasi wajah pas mau login fungsi nya apa oi otp paas mau tf aja gak di kirim ke sms abis di update makin susah sih hadoh oi tolong la ada dana gw tu di rekening,"['misi', 'min', 'verivikasi', 'wajah', 'login', 'fungsi', 'oi', 'otp', 'paas', 'tf', 'gak', 'kirim', 'sms', 'abis', 'update', 'susah', 'hadoh', 'oi', 'tolong', 'la', 'dana', 'gw', 'rekening']"
Sangat baik,5,2021-07-11 19:36:14,Neocommerce,Playstore,positif,sangat baik,[]
"Great! Thanks to makes it easier for me to save and make online transactions, it can even be used in other countries. Keep it works!",5,2021-04-21 7:22:26,Jenius,Appstore,positif,great thanks to makes it easier for me to save and make online transactions it can even be used in other countries keep it works,"['great', 'thanks', 'to', 'makes', 'it', 'easier', 'for', 'me', 'to', 'save', 'and', 'make', 'online', 'transactions', 'it', 'can', 'even', 'be', 'used', 'in', 'other', 'countries', 'keep', 'it', 'works']"
Saya sudah top up lewat akulaku metode pembayaran virtual bca tapi gk masuk saldonya gimna tanggung jawab nya pihak bnc,1,2021-08-04 22:11:23,Neocommerce,Playstore,negatif,saya sudah top up lewat akulaku metode pembayaran virtual bca tapi gk masuk saldonya gimna tanggung jawab nya pihak bnc,"['top', 'up', 'akulaku', 'metode', 'bayar', 'virtual', 'gk', 'masuk', 'saldo', 'gimna', 'tanggung', 'bnc']"
"Top up nya makin lama makin susah,,lambat masukx",2,2021-11-18 17:30:02,Neocommerce,Playstore,negatif,top up nya makin lama makin susahlambat masukx,"['top', 'up', 'susahlambat', 'masukx']"
sangat membantu untuk nabung,5,2021-09-14 10:00:10,Neocommerce,Playstore,positif,sangat membantu untuk nabung,"['bantu', 'nabung']"
Bagus,5,2021-06-30 6:06:40,Neocommerce,Playstore,positif,bagus,['bagus']
"Ga bagus ga guna, nyesel deh pokok nya jgn donlotttt!!!!! , dr pd habus paket muu!!!",1,2021-07-28 14:51:23,Neocommerce,Playstore,negatif,ga bagus ga guna nyesel deh pokok nya jgn donlotttt  dr pd habus paket muu,"['ga', 'bagus', 'ga', 'nyesel', 'deh', 'pokok', 'jgn', 'donlotttt', 'pd', 'habus', 'paket', 'muu']"
"Bank cacat.sudah verifikasi katanya di setujuin.mau login nggak bisa harus buat scure pin.sedangkan scure pin butuh no kartu dan pin.telpon cs suruh nunggu kartu.kartu datang tanpa pin.tlp cs suruh nunggu pin di kirim.sampe sekrang pin belom sampe.emang ni aplikasi nggak jelas.kalo nggak niat kasih saldo gopay nggak usah sok sok""an aplikasi semvak.su wedus",1,2020-02-24 7:31:42,TMRW,Playstore,negatif,bank cacatsudah verifikasi katanya di setujuinmau login nggak bisa harus buat scure pinsedangkan scure pin butuh no kartu dan pintelpon cs suruh nunggu kartukartu datang tanpa pintlp cs suruh nunggu pin di kirimsampe sekrang pin belom sampeemang ni aplikasi nggak jelaskalo nggak niat kasih saldo gopay nggak usah sok sokan aplikasi semvaksu wedus,"['cacatsudah', 'verifikasi', 'setujuinmau', 'login', 'nggak', 'scure', 'pinsedangkan', 'scure', 'pin', 'butuh', 'no', 'kartu', 'pintelpon', 'cs', 'suruh', 'nunggu', 'kartukartu', 'pintlp', 'cs', 'suruh', 'nunggu', 'pin', 'kirimsampe', 'sekrang', 'pin', 'bom', 'sampeemang', 'ni', 'nggak', 'jelaskalo', 'nggak', 'niat', 'kasih', 'saldo', 'gopay', 'nggak', 'sok', 'sok', 'semvaksu', 'wedus']"
"Neobank keren, mudah untuk bertransaksi.",5,2022-01-07 4:01:29,Neocommerce,Playstore,positif,neobank keren mudah untuk bertransaksi,"['neobank', 'keren', 'mudah', 'transaksi']"
Ok,5,2021-06-28 12:00:57,Neocommerce,Playstore,positif,ok,['ok']
Semoga sukses,5,2021-06-29 1:19:39,Neocommerce,Playstore,netral,semoga sukses,"['moga', 'sukses']"
Mantap,5,2020-02-27 3:47:47,Jenius,Playstore,positif,mantap,['mantap']
Perlu adaptasi lg deh...mana jaringannya berat lg....,1,2022-01-12 7:08:22,Livin,Playstore,negatif,perlu adaptasi lg dehmana jaringannya berat lg,"['adaptasi', 'lg', 'dehmana', 'jaring', 'berat', 'lg']"
tolong .. tadi saya di transfer dan sudah ada bukti terima nya .. namun belum masuk ke saldo .. tolong ini sangat membuat sya tdk nyaman .. tolong untuk di perbaiki secepatnya .. dan uang saya tolong kembalikan dah abis ngundang orang juga g masuk saldonya ..,1,2021-06-22 2:57:08,Neocommerce,Playstore,negatif,tolong  tadi saya di transfer dan sudah ada bukti terima nya  namun belum masuk ke saldo  tolong ini sangat membuat sya tdk nyaman  tolong untuk di perbaiki secepatnya  dan uang saya tolong kembalikan dah abis ngundang orang juga g masuk saldonya,"['tolong', 'transfer', 'bukti', 'terima', 'masuk', 'saldo', 'tolong', 'sya', 'tdk', 'nyaman', 'tolong', 'baik', 'cepat', 'uang', 'tolong', 'kembali', 'dah', 'abis', 'ngundang', 'orang', 'g', 'masuk', 'saldo']"
"Semakin di update semakin membuat geram ini aplikasi. Sudah verifikasi wajah dan benar mengikuti ketentuan verifikasi wajah nya, tetapi tetap aja selalu gagal. Saya sudah ber investasi di Neo bank, dan saldo saya sudah 690k di akun saya. Tetapi saya tidak bisa login... Kasi bintang 1 aja kalau GK segera di perbaiki asw",1,2021-07-27 10:37:44,Neocommerce,Playstore,negatif,semakin di update semakin membuat geram ini aplikasi sudah verifikasi wajah dan benar mengikuti ketentuan verifikasi wajah nya tetapi tetap aja selalu gagal saya sudah ber investasi di neo bank dan saldo saya sudah k di akun saya tetapi saya tidak bisa login kasi bintang  aja kalau gk segera di perbaiki asw,"['update', 'geram', 'verifikasi', 'wajah', 'ikut', 'tentu', 'verifikasi', 'wajah', 'gagal', 'ber', 'investasi', 'saldo', 'k', 'akun', 'login', 'kasi', 'bintang', 'gk', 'baik', 'asw']"
"Great app pelayanan memuaskan untuk app banking, tidak banyak kendala dan mudah digunakan",5,2021-06-17 12:31:38,Jenius,Appstore,positif,great app pelayanan memuaskan untuk app banking tidak banyak kendala dan mudah digunakan,"['great', 'layan', 'muas', 'banking', 'kendala', 'mudah']"
"Kenapa sy nga bisa daftar ,selalu gagal buka buku rekeningnya",1,2021-10-04 11:52:28,Neocommerce,Playstore,negatif,kenapa sy nga bisa daftar selalu gagal buka buku rekeningnya,"['nga', 'daftar', 'gagal', 'buka', 'buku', 'rekening']"
